id_producto,muestras,media,mediana
239,6.0,16.0,12.5
240,2.0,13.0,13.0
241,7.0,20.285714285714285,16.0
242,5.0,12.6,10.0
243,1.0,11.0,11.0
244,2.0,19.0,19.0
245,2.0,13.0,13.0
246,58.0,16.620689655172413,14.0
247,6.0,16.666666666666668,14.0
248,219.0,16.529680365296805,15.0
249,1.0,8.0,8.0
250,1.0,18.0,18.0
251,3.0,8.333333333333334,8.0
253,1.0,12.0,12.0
254,6.0,19.333333333333332,19.0
255,1.0,6.0,6.0
256,22.0,15.045454545454545,11.5
257,1.0,11.0,11.0
258,78.0,18.17948717948718,16.5
259,1.0,36.0,36.0
260,1215.0,19.106172839506172,17.0
261,63.0,17.444444444444443,15.0
262,11.0,9.090909090909092,6.0
263,8.0,14.375,11.5
264,148.0,15.175675675675675,12.0
266,1.0,6.0,6.0
267,6.0,10.333333333333334,9.0
269,2.0,12.5,12.5
270,8.0,8.375,7.5
271,3.0,15.0,12.0
273,46.0,15.782608695652174,12.5
274,68.0,17.66176470588235,15.5
275,12.0,18.916666666666668,17.0
276,99.0,16.98989898989899,16.0
277,158.0,14.278481012658228,12.0
278,29.0,14.689655172413794,15.0
279,5.0,21.8,20.0
280,100.0,9.14,7.0
281,7.0,14.285714285714286,13.0
282,2.0,15.0,15.0
283,103.0,19.92233009708738,18.0
284,6.0,17.0,17.0
285,12.0,12.166666666666666,11.5
286,10.0,20.5,19.5
287,171.0,16.22222222222222,14.0
288,8.0,21.875,19.5
289,1.0,16.0,16.0
290,1.0,19.0,19.0
293,5.0,14.4,19.0
294,47.0,18.25531914893617,16.0
295,4.0,20.5,15.0
296,3.0,17.0,17.0
297,1.0,3.0,3.0
298,1.0,24.0,24.0
300,15.0,16.8,15.0
302,2.0,23.0,23.0
303,4.0,12.25,9.5
304,5.0,17.6,13.0
305,10.0,24.8,19.5
306,1.0,13.0,13.0
307,13.0,15.692307692307692,14.0
308,1.0,19.0,19.0
309,1.0,17.0,17.0
310,28.0,15.142857142857142,15.0
311,281.0,17.07473309608541,15.0
317,5.0,18.2,18.0
319,6.0,21.666666666666668,16.0
321,2.0,14.0,14.0
322,19.0,18.789473684210527,16.0
325,65.0,18.215384615384615,16.0
326,4.0,19.25,21.5
327,27.0,19.74074074074074,17.0
329,480.0,15.25,13.0
330,18.0,15.222222222222221,13.5
331,1.0,15.0,15.0
332,4.0,18.25,18.0
334,26.0,19.384615384615383,18.5
335,9.0,17.666666666666668,20.0
337,1.0,22.0,22.0
339,4.0,10.75,11.0
340,27.0,13.814814814814815,13.0
342,4.0,15.5,15.0
343,153.0,15.627450980392156,14.0
345,1.0,7.0,7.0
346,1.0,18.0,18.0
347,40.0,17.2,15.0
348,2.0,9.0,9.0
349,7.0,16.285714285714285,16.0
350,23.0,8.304347826086957,6.0
351,16.0,22.0,18.5
352,29.0,19.310344827586206,18.0
353,15.0,21.133333333333333,21.0
354,10.0,14.2,12.5
355,1.0,12.0,12.0
358,24.0,15.25,12.5
359,10.0,17.5,13.0
360,11.0,18.363636363636363,19.0
361,5.0,5.2,4.0
362,1.0,10.0,10.0
363,2.0,17.5,17.5
364,7.0,14.0,10.0
365,295.0,18.989830508474576,16.0
366,2.0,7.0,7.0
367,5.0,18.6,17.0
368,5.0,20.0,17.0
370,1.0,8.0,8.0
371,2.0,14.0,14.0
372,4.0,24.25,22.0
373,8.0,21.75,21.5
374,1.0,13.0,13.0
375,7.0,17.571428571428573,15.0
376,1.0,9.0,9.0
377,9.0,19.88888888888889,14.0
378,28.0,15.607142857142858,12.0
380,1.0,17.0,17.0
381,1.0,7.0,7.0
382,4.0,12.25,9.5
383,13.0,17.46153846153846,18.0
385,4.0,19.5,15.5
386,7.0,9.571428571428571,11.0
387,4.0,17.5,15.5
388,14.0,14.285714285714286,14.5
389,95.0,18.126315789473683,16.0
391,3.0,24.0,21.0
392,7.0,21.285714285714285,17.0
393,1.0,20.0,20.0
394,2.0,23.0,23.0
395,2.0,7.0,7.0
396,2.0,26.5,26.5
397,188.0,15.829787234042554,13.0
398,2.0,18.0,18.0
399,2.0,13.5,13.5
400,5.0,22.8,19.0
401,22.0,17.59090909090909,16.5
402,6.0,16.0,12.5
403,16.0,19.0625,18.0
404,1.0,11.0,11.0
405,42.0,18.5,16.5
406,5.0,19.4,18.0
408,1.0,5.0,5.0
411,1.0,1.0,1.0
412,1.0,9.0,9.0
415,3.0,15.0,15.0
416,2.0,12.5,12.5
418,6.0,16.166666666666668,14.5
419,11.0,15.363636363636363,15.0
421,25.0,16.52,19.0
422,1.0,13.0,13.0
424,117.0,17.726495726495727,16.0
426,1.0,7.0,7.0
427,6.0,19.666666666666668,17.5
428,18.0,12.5,8.5
429,138.0,18.847826086956523,17.5
431,1.0,25.0,25.0
432,1277.0,14.779953014878622,13.0
433,3.0,21.0,22.0
434,4.0,15.25,14.5
435,3.0,28.666666666666668,30.0
436,213.0,16.652582159624412,15.0
439,1.0,9.0,9.0
441,1.0,19.0,19.0
443,17.0,13.941176470588236,13.0
444,7.0,23.428571428571427,21.0
445,17.0,12.0,10.0
446,17.0,19.529411764705884,16.0
447,3.0,15.333333333333334,15.0
448,2.0,10.0,10.0
449,71.0,17.47887323943662,17.0
453,2.0,20.0,20.0
455,40.0,16.225,11.5
456,9.0,20.444444444444443,14.0
457,30.0,18.6,18.5
458,1.0,19.0,19.0
459,109.0,15.779816513761467,15.0
462,1.0,7.0,7.0
463,1.0,11.0,11.0
465,2.0,16.0,16.0
466,5.0,16.8,15.0
467,8.0,13.5,13.5
468,10.0,15.6,14.5
469,14.0,15.142857142857142,12.0
470,3.0,18.333333333333332,10.0
471,5.0,15.6,13.0
472,2.0,7.0,7.0
473,2.0,11.0,11.0
474,1.0,5.0,5.0
475,1.0,12.0,12.0
476,1.0,17.0,17.0
477,3.0,15.0,17.0
478,1.0,26.0,26.0
479,1.0,10.0,10.0
480,23.0,17.391304347826086,13.0
481,105.0,17.62857142857143,16.0
482,1.0,24.0,24.0
483,3.0,16.333333333333332,21.0
484,1.0,13.0,13.0
486,77.0,17.4025974025974,17.0
488,3.0,18.666666666666668,13.0
489,1.0,17.0,17.0
491,5.0,18.0,23.0
492,1.0,8.0,8.0
493,11.0,26.454545454545453,21.0
495,27.0,19.51851851851852,17.0
496,2.0,7.0,7.0
498,18.0,15.444444444444445,13.5
499,1.0,2.0,2.0
500,106.0,8.783018867924529,6.0
501,1.0,15.0,15.0
502,18.0,13.61111111111111,9.0
503,4.0,14.0,11.5
505,3.0,9.0,7.0
506,4.0,10.0,8.5
507,1.0,3.0,3.0
508,4.0,19.0,20.0
509,1.0,16.0,16.0
511,1.0,20.0,20.0
512,10.0,17.6,15.5
513,12.0,13.916666666666666,12.5
514,8.0,15.875,11.0
515,2.0,21.0,21.0
516,73.0,16.986301369863014,15.0
517,26.0,16.615384615384617,18.0
518,4.0,17.0,15.5
519,46.0,15.58695652173913,13.0
520,2.0,22.0,22.0
521,21.0,12.285714285714286,12.0
522,10.0,10.1,7.5
523,2.0,18.0,18.0
524,4.0,17.25,18.0
526,1.0,10.0,10.0
527,7.0,15.0,14.0
528,5.0,16.0,18.0
529,3.0,7.666666666666667,8.0
530,8.0,15.25,14.0
531,2.0,5.5,5.5
534,1.0,16.0,16.0
535,8.0,10.625,11.0
536,21.0,11.952380952380953,9.0
537,3.0,22.666666666666668,21.0
539,6.0,10.333333333333334,8.5
541,10.0,10.5,10.0
542,1.0,12.0,12.0
543,1.0,33.0,33.0
544,21.0,20.38095238095238,19.0
546,115.0,18.530434782608694,16.0
548,1.0,9.0,9.0
549,2.0,33.0,33.0
552,15.0,21.466666666666665,20.0
554,56.0,15.107142857142858,12.0
555,1.0,27.0,27.0
557,22.0,19.045454545454547,17.5
558,2.0,20.0,20.0
560,1.0,4.0,4.0
563,4.0,14.5,15.5
564,1.0,36.0,36.0
565,2.0,11.5,11.5
566,5.0,16.8,18.0
567,4.0,11.0,10.5
568,3.0,15.666666666666666,16.0
570,1.0,12.0,12.0
571,2.0,23.0,23.0
573,1.0,1.0,1.0
575,1.0,9.0,9.0
576,2.0,15.0,15.0
577,5.0,10.6,9.0
578,6.0,17.666666666666668,16.0
580,1.0,40.0,40.0
581,308.0,15.720779220779221,14.0
582,3.0,17.0,20.0
584,4.0,22.0,20.0
585,2.0,17.5,17.5
587,2.0,28.0,28.0
588,83.0,15.939759036144578,13.0
589,5.0,22.4,25.0
590,1.0,3.0,3.0
591,4.0,8.0,8.0
592,4.0,21.75,20.0
593,9.0,22.444444444444443,24.0
594,19.0,16.473684210526315,14.0
595,3.0,20.666666666666668,20.0
598,2.0,7.0,7.0
600,6.0,20.833333333333332,17.0
602,7.0,15.285714285714286,14.0
603,3.0,17.0,19.0
604,4.0,16.5,16.5
605,152.0,17.394736842105264,15.0
606,5.0,17.0,15.0
607,3.0,16.333333333333332,18.0
608,1.0,8.0,8.0
610,2.0,10.5,10.5
611,91.0,16.46153846153846,13.0
612,4.0,10.25,8.5
613,4.0,13.75,16.0
614,18.0,17.77777777777778,13.0
615,6.0,14.333333333333334,15.5
616,5.0,12.0,14.0
617,13.0,19.53846153846154,21.0
618,1.0,17.0,17.0
620,1.0,13.0,13.0
621,2.0,15.0,15.0
622,6.0,13.5,15.5
623,1.0,13.0,13.0
624,5.0,15.2,21.0
625,52.0,15.5,15.0
626,27.0,18.51851851851852,17.0
627,2.0,15.0,15.0
628,1.0,6.0,6.0
629,1.0,19.0,19.0
630,19.0,9.736842105263158,8.0
631,2.0,21.0,21.0
632,2.0,9.5,9.5
633,23.0,16.347826086956523,12.0
634,9.0,19.88888888888889,16.0
635,5.0,16.6,15.0
636,2.0,24.0,24.0
637,2.0,13.5,13.5
638,4.0,6.5,5.5
639,1.0,10.0,10.0
640,19.0,17.36842105263158,15.0
641,4.0,18.5,19.5
642,8.0,15.625,14.0
643,4.0,16.0,13.5
644,42.0,17.952380952380953,15.5
645,3.0,8.333333333333334,7.0
646,1.0,6.0,6.0
647,2.0,18.0,18.0
648,41.0,18.609756097560975,17.0
649,66.0,13.772727272727273,12.0
650,2.0,25.0,25.0
651,586.0,14.959044368600683,13.0
653,9.0,19.555555555555557,17.0
655,2.0,15.5,15.5
658,1.0,18.0,18.0
659,24.0,19.416666666666668,20.0
660,1.0,8.0,8.0
663,74.0,17.08108108108108,15.0
664,3.0,18.0,16.0
665,2.0,26.0,26.0
666,12.0,5.833333333333333,5.5
667,1.0,13.0,13.0
668,6.0,16.833333333333332,17.0
669,23.0,16.08695652173913,14.0
670,1.0,3.0,3.0
671,43.0,17.88372093023256,17.0
672,1.0,23.0,23.0
673,34.0,15.117647058823529,13.0
674,2.0,12.0,12.0
675,3.0,13.0,9.0
676,2.0,7.0,7.0
677,2.0,13.0,13.0
679,2.0,25.5,25.5
680,2.0,13.5,13.5
682,2.0,13.5,13.5
683,6.0,18.833333333333332,16.5
685,9.0,20.666666666666668,16.0
686,1.0,3.0,3.0
688,2.0,23.5,23.5
689,3.0,17.333333333333332,9.0
690,1.0,22.0,22.0
691,113.0,20.07079646017699,18.0
692,7.0,19.0,16.0
693,1.0,15.0,15.0
694,1.0,19.0,19.0
695,34.0,11.264705882352942,9.0
697,11.0,16.818181818181817,16.0
698,2.0,9.0,9.0
699,7.0,22.571428571428573,17.0
700,1.0,10.0,10.0
702,6.0,13.833333333333334,14.5
703,30.0,20.933333333333334,21.0
704,2.0,16.5,16.5
705,19.0,20.157894736842106,18.0
707,1.0,20.0,20.0
708,1.0,12.0,12.0
709,2.0,17.0,17.0
710,1.0,37.0,37.0
711,7.0,22.285714285714285,12.0
712,34.0,14.558823529411764,12.0
714,33.0,17.363636363636363,12.0
716,2.0,13.0,13.0
717,90.0,15.122222222222222,12.5
720,1.0,30.0,30.0
722,30.0,16.633333333333333,13.5
723,39.0,19.58974358974359,16.0
724,4.0,19.25,15.0
726,21.0,14.80952380952381,14.0
727,1.0,8.0,8.0
728,1.0,14.0,14.0
729,1.0,14.0,14.0
730,6.0,16.666666666666668,16.5
732,1.0,11.0,11.0
733,4.0,7.75,6.5
734,5.0,14.8,17.0
735,8.0,16.875,17.5
737,12.0,17.916666666666668,17.5
738,29.0,13.758620689655173,11.0
739,3.0,16.333333333333332,14.0
740,14.0,16.785714285714285,14.5
741,1.0,42.0,42.0
742,43.0,16.023255813953487,13.0
743,38.0,19.157894736842106,14.5
744,15.0,21.8,18.0
746,1.0,4.0,4.0
747,11.0,14.727272727272727,11.0
748,1.0,13.0,13.0
749,1.0,40.0,40.0
751,1.0,13.0,13.0
752,2.0,11.0,11.0
753,5.0,16.8,15.0
754,3.0,13.666666666666666,12.0
755,9.0,15.11111111111111,13.0
756,7.0,11.285714285714286,10.0
757,6.0,22.5,22.0
758,21.0,20.142857142857142,16.0
759,5.0,9.4,8.0
760,34.0,15.382352941176471,11.5
762,1.0,20.0,20.0
763,11.0,18.636363636363637,16.0
765,3.0,23.333333333333332,23.0
766,29.0,18.344827586206897,17.0
768,37.0,12.864864864864865,10.0
769,24.0,10.0,10.5
771,7.0,17.285714285714285,13.0
772,1.0,10.0,10.0
775,18.0,20.333333333333332,16.0
776,1.0,26.0,26.0
777,16.0,15.625,10.5
778,32.0,17.4375,15.0
779,10.0,15.9,17.5
780,16.0,15.6875,14.0
781,257.0,19.22178988326848,17.0
782,20.0,22.75,22.5
783,1.0,11.0,11.0
784,12.0,10.166666666666666,7.5
785,6.0,14.0,15.0
788,33.0,14.0,11.0
789,3.0,14.0,12.0
790,169.0,19.72189349112426,18.0
791,1.0,18.0,18.0
792,1.0,8.0,8.0
793,1.0,30.0,30.0
794,27.0,21.59259259259259,17.0
795,14.0,14.0,11.0
796,1.0,14.0,14.0
798,3.0,16.0,15.0
799,1.0,10.0,10.0
800,4.0,15.25,14.0
801,2.0,4.0,4.0
803,1.0,32.0,32.0
804,2.0,7.0,7.0
805,1.0,19.0,19.0
806,5.0,12.2,10.0
807,1.0,36.0,36.0
809,19.0,15.631578947368421,15.0
810,90.0,18.255555555555556,16.5
812,184.0,16.831521739130434,14.5
813,2.0,14.0,14.0
815,1.0,20.0,20.0
816,6.0,9.333333333333334,7.0
819,2.0,18.0,18.0
820,50.0,17.1,15.0
823,11.0,17.272727272727273,12.0
825,1.0,9.0,9.0
826,4.0,20.25,16.5
828,9.0,10.88888888888889,9.0
829,1.0,31.0,31.0
830,1.0,16.0,16.0
831,7.0,12.142857142857142,13.0
832,1.0,29.0,29.0
834,1.0,18.0,18.0
835,3.0,23.0,14.0
836,8.0,21.125,21.5
837,11.0,15.545454545454545,14.0
838,4.0,14.25,13.5
839,3.0,20.666666666666668,16.0
840,1.0,12.0,12.0
841,1.0,16.0,16.0
842,1.0,20.0,20.0
843,1.0,18.0,18.0
844,6.0,11.833333333333334,9.0
845,6.0,10.5,7.5
846,5.0,25.4,13.0
847,1.0,15.0,15.0
848,1.0,8.0,8.0
849,6.0,18.166666666666668,17.0
850,9.0,20.77777777777778,22.0
852,38.0,18.289473684210527,15.0
853,18.0,15.444444444444445,14.0
854,6.0,9.666666666666666,8.5
856,1.0,27.0,27.0
857,28.0,13.678571428571429,11.5
858,1.0,17.0,17.0
859,72.0,15.027777777777779,12.5
860,2.0,9.0,9.0
861,1.0,12.0,12.0
863,10.0,15.4,14.5
865,3.0,15.333333333333334,15.0
870,2.0,13.5,13.5
872,2.0,15.5,15.5
873,12.0,16.916666666666668,16.0
874,11.0,7.181818181818182,7.0
876,1.0,14.0,14.0
877,63.0,15.301587301587302,12.0
878,29.0,15.517241379310345,14.0
879,6.0,19.0,12.5
880,8.0,13.0,12.0
881,134.0,15.723880597014926,13.0
882,2.0,15.5,15.5
883,4.0,22.0,24.0
884,37.0,18.81081081081081,15.0
885,4.0,16.75,11.0
886,1.0,18.0,18.0
887,2.0,26.5,26.5
888,12.0,15.166666666666666,13.5
889,30.0,8.433333333333334,7.5
890,837.0,16.881720430107528,15.0
892,3.0,13.0,10.0
893,8.0,11.125,10.0
894,1.0,18.0,18.0
895,53.0,19.18867924528302,18.0
896,3.0,9.666666666666666,5.0
898,6.0,19.166666666666668,18.5
899,5.0,28.6,28.0
900,2.0,19.0,19.0
901,3.0,12.666666666666666,8.0
903,8.0,16.125,12.5
905,1.0,15.0,15.0
907,110.0,6.9818181818181815,5.5
908,2.0,27.5,27.5
911,3.0,19.0,17.0
912,1.0,18.0,18.0
913,24.0,17.625,13.5
914,5.0,25.0,24.0
915,2.0,12.5,12.5
918,7.0,13.142857142857142,14.0
919,2.0,17.0,17.0
920,78.0,15.256410256410257,14.5
921,4.0,19.75,16.0
923,1.0,25.0,25.0
924,3.0,23.666666666666668,17.0
925,23.0,19.043478260869566,15.0
926,11.0,12.818181818181818,9.0
927,28.0,12.25,9.0
928,44.0,16.386363636363637,15.0
929,2.0,22.5,22.5
930,7.0,17.285714285714285,16.0
932,22.0,15.772727272727273,14.5
933,8.0,23.375,22.5
934,2.0,11.5,11.5
935,15.0,19.4,17.0
937,26.0,18.23076923076923,16.5
938,15.0,15.2,12.0
939,124.0,16.31451612903226,14.0
940,63.0,9.19047619047619,7.0
941,62.0,15.225806451612904,12.0
943,1.0,23.0,23.0
945,94.0,18.06382978723404,16.0
947,1.0,8.0,8.0
949,5.0,15.0,15.0
951,2.0,9.5,9.5
952,42.0,17.095238095238095,16.0
953,2.0,10.5,10.5
955,7.0,19.0,15.0
958,3.0,18.666666666666668,15.0
959,20.0,12.7,13.0
960,8.0,13.0,11.0
961,17.0,20.58823529411765,21.0
962,3.0,15.333333333333334,16.0
963,1.0,12.0,12.0
964,1.0,11.0,11.0
966,2.0,4.5,4.5
967,14.0,15.785714285714286,17.0
968,12.0,11.0,8.5
969,13.0,20.692307692307693,20.0
970,10.0,14.1,10.0
972,62.0,17.193548387096776,15.5
973,1.0,1.0,1.0
975,17.0,14.0,15.0
976,3.0,14.0,15.0
977,7.0,16.428571428571427,9.0
978,3.0,17.333333333333332,15.0
980,10.0,17.0,18.0
981,3.0,13.0,14.0
982,7.0,19.714285714285715,20.0
983,1.0,18.0,18.0
984,3.0,14.333333333333334,15.0
985,3.0,11.333333333333334,6.0
987,3.0,10.333333333333334,8.0
990,33.0,15.757575757575758,13.0
991,1.0,12.0,12.0
994,28.0,20.035714285714285,17.0
995,5.0,26.0,25.0
996,9.0,15.444444444444445,15.0
997,1.0,5.0,5.0
999,9.0,18.0,20.0
1000,87.0,18.689655172413794,17.0
1001,2.0,23.0,23.0
1003,16.0,18.6875,12.0
1004,8.0,14.0,13.5
1005,14.0,12.142857142857142,9.0
1006,207.0,16.48792270531401,14.0
1007,3.0,17.0,20.0
1008,7.0,13.428571428571429,12.0
1010,1.0,8.0,8.0
1012,3.0,16.0,15.0
1013,2.0,25.5,25.5
1015,9.0,18.555555555555557,17.0
1016,1.0,14.0,14.0
1017,78.0,18.05128205128205,15.0
1022,12.0,20.75,17.0
1023,3.0,14.333333333333334,13.0
1024,2.0,15.5,15.5
1025,263.0,17.927756653992397,17.0
1027,1.0,9.0,9.0
1028,8.0,25.5,25.0
1029,1.0,30.0,30.0
1031,2.0,18.0,18.0
1032,18.0,15.61111111111111,13.0
1033,3.0,17.666666666666668,12.0
1034,10.0,24.4,20.0
1035,31.0,16.741935483870968,15.0
1036,1.0,19.0,19.0
1037,13.0,15.76923076923077,15.0
1038,1.0,6.0,6.0
1039,45.0,19.377777777777776,17.0
1040,2.0,11.0,11.0
1042,4.0,26.0,30.0
1043,1.0,16.0,16.0
1044,1.0,13.0,13.0
1045,3.0,30.666666666666668,29.0
1046,1.0,3.0,3.0
1047,5.0,24.4,15.0
1048,7.0,20.285714285714285,17.0
1049,2.0,22.5,22.5
1050,2.0,4.5,4.5
1051,1.0,32.0,32.0
1053,3.0,13.0,15.0
1055,1.0,20.0,20.0
1056,3.0,16.0,14.0
1057,40.0,17.025,16.0
1059,2.0,14.0,14.0
1062,58.0,16.413793103448278,15.0
1063,85.0,14.24705882352941,12.0
1064,3.0,7.666666666666667,7.0
1065,8.0,20.0,18.0
1067,7.0,14.285714285714286,13.0
1068,3.0,9.666666666666666,3.0
1069,103.0,18.475728155339805,17.0
1070,1.0,16.0,16.0
1071,5.0,3.6,4.0
1073,31.0,15.32258064516129,12.0
1074,5.0,15.0,13.0
1076,49.0,19.46938775510204,19.0
1077,3.0,16.333333333333332,9.0
1078,5.0,8.4,4.0
1079,5.0,12.2,12.0
1080,18.0,14.944444444444445,14.0
1082,2.0,21.0,21.0
1083,4.0,9.75,10.0
1084,5.0,28.4,21.0
1085,1.0,48.0,48.0
1086,69.0,14.840579710144928,12.0
1087,11.0,18.181818181818183,16.0
1088,1.0,13.0,13.0
1090,372.0,19.043010752688172,17.0
1092,1.0,14.0,14.0
1093,4.0,18.5,19.0
1094,42.0,14.619047619047619,14.5
1096,22.0,11.590909090909092,9.5
1097,2.0,13.0,13.0
1098,4.0,15.25,15.0
1099,47.0,17.851063829787233,17.0
1100,13.0,21.53846153846154,22.0
1102,1.0,8.0,8.0
1103,94.0,18.5531914893617,18.0
1104,26.0,12.884615384615385,11.0
1105,5.0,10.2,8.0
1106,14.0,12.785714285714286,12.0
1109,2.0,24.0,24.0
1110,28.0,17.071428571428573,14.5
1111,5.0,22.4,32.0
1112,20.0,16.45,12.5
1115,23.0,13.217391304347826,15.0
1117,258.0,16.984496124031008,15.0
1118,6.0,16.666666666666668,10.5
1120,17.0,18.11764705882353,15.0
1121,14.0,20.5,18.5
1122,6.0,8.0,7.0
